description,price_uninsured,price_insured
1-2-3 PASTE, 	14.35 , 	51.24 
"NAIL, FEM RECON FRN GT TI 10X460MM ST R"," 	3,776.14 "," 	13,486.20 "
"NAIL, FEM RECON FRN GT TI 9X400MM ST L"," 	3,776.14 "," 	13,486.20 "
"NAIL, FEM RECON FRN PF TI 10X320MM L ST"," 	3,776.14 "," 	13,486.20 "
"NAIL, FEM RECON FRN PF TI 10X360MM ST R"," 	3,776.14 "," 	13,486.20 "
"NAIL, FEM RECON FRN PF TI 11X360MM ST L"," 	3,776.14 "," 	13,486.20 "
"NAIL, FEM RECON FRN PF TI 9X320MM ST L"," 	3,776.14 "," 	13,486.20 "
"NAIL, FEM RETRO PHOENIX 13.5X320MM"," 	2,169.15 "," 	7,746.98 "
"NAIL, FEM RETRO PHOENIX 9X380MM"," 	2,169.15 "," 	7,746.98 "
"NAIL, FEM RETROGRADE TRIGEN 10MMX32CM"," 	1,537.27 "," 	5,490.24 "
"NAIL, FEM RETROGRADE TRIGEN 10MMX34CM"," 	3,653.99 "," 	13,049.96 "
"NAIL, FEM RETROGRADE TRIGEN 10MMX40CM"," 	3,653.99 "," 	13,049.96 "
"NAIL, FEM SOLID TI GRN 10X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X440MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X460MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 10X480MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 11X300MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 11X320MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 11X340MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 11X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 11X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 11X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 11X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 11X440MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 11X460MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 11X480MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 12X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 12X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 12X340MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 12X360MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 12X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 12X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 12X420MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, FEM SOLID TI GRN 12X440MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 12X460MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 12X480MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X440MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X460MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM SOLID TI GRN 9X480MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM TAN TRIGEN ROSE 11.5MMX44CM R"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX30CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX32CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX34CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX36CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX38CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX40CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX42CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX44CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 10MMX46CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX28CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX30CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX32CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX34CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX36CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX38CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX40CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX42CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX44CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 11.5MMX46CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX28CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX30CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX32CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX34CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX36CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX38CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX40CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX42CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX44CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETRO 13MMX46CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM TRIGEN META RETROGRADE 10MMX28"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEMOROTIB/FEM NEFF 11X340MM"," 	6,598.93 "," 	23,567.60 "
"NAIL, FEMOROTIB/FEM NEFF 13X340MM"," 	7,369.05 "," 	26,318.04 "
"NAIL, FEMOROTIB/FEM NEFF 15X340MM"," 	7,369.05 "," 	26,318.04 "
"NAIL, FEMOROTIB/TIB NEFF 11X370MM"," 	7,369.05 "," 	26,318.04 "
"NAIL, FEMOROTIB/TIB NEFF 13X370MM"," 	7,369.05 "," 	26,318.04 "
"NAIL, FEMOROTIB/TIB NEFF 15X370MM"," 	7,369.05 "," 	26,318.04 "
"NAIL, FEMOROTIB/TIB NEFF 9X370MM"," 	6,598.93 "," 	23,567.60 "
"NAIL, FIBULA SONOMA LONG 3.0X180MM"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULA SONOMA LONG 3.8X180MM L"," 	3,283.63 "," 	11,727.25 "
"NAIL, FIBULA SONOMA STD 3.0X130MM L"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULA SONOMA STD 3.0X130MM R"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULA SONOMA STD 3.8X130MM L"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULA SONOMA STD 3.8X130MM R"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULOCK 3.0X180MM R"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULOCK SONOMA 3.0X180MM L"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULOCK SONOMA 3.0X180MM R"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIBULOCK SONOMA 3.8X130MM L"," 	4,461.35 "," 	15,933.40 "
"NAIL, FIX TROCH CANN 125D TI 11X235MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X170MM ST"," 	2,222.11 "," 	7,936.11 "
"NAIL, FIX TROCH CANN 130D 10X235MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FIX TROCH CANN 130D 10X300MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X300MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X320MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X320MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X340MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X340MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X360MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X360MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X380MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X380MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X400MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X400MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X420MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 10X420MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X170MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X300MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X300MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X320MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X320MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X340MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X340MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X360MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X360MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X380MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X380MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X400MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X400MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X420MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X420MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X440MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X440MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X460MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 11X460MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 12X170MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 12X360MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 12X360MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 12X380MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 12X380MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 12X400MM L ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D 12X400MM R ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 130D TI 11X235MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 135D 10X170MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FIX TROCH CANN 30D 12X235MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FUSION ANKLE TRUE FIX IM ENCORE"," 	2,971.75 "," 	10,613.40 "
"NAIL, FUSION HINDFT TRIGEN 10MMX20CM L"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 10MMX20CM R"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 10MMX25CM R"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 11.5MMX16CM L"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 11.5MMX16CM R"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 11.5MMX20CM L"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 11.5MMX20CM R"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 11.5MMX25CM L"," 	2,112.25 "," 	7,543.76 "
"NAIL, FUSION HINDFT TRIGEN 11.5MMX25CM R"," 	2,112.25 "," 	7,543.76 "
"NAIL, GAMMA3 R1.5 LONG 11X340X125MM L"," 	4,240.59 "," 	15,144.98 "
"NAIL, GAMMA3 R1.5 LONG 11X385X125MM L"," 	4,240.59 "," 	15,144.98 "
"NAIL, GAMMA3 R1.5 LONG 11X400X125MM L"," 	4,240.59 "," 	15,144.98 "
"NAIL, GAMMA3 R1.5 LONG 125D 10X340MM R"," 	3,849.35 "," 	13,747.68 "
"NAIL, GAMMA3 R1.5 LONG 125D 10X360MM L"," 	3,849.35 "," 	13,747.68 "
"NAIL, GAMMA3 R1.5 LONG 125D 10X360MM R"," 	3,849.35 "," 	13,747.68 "
"NAIL, GAMMA3 R1.5 LONG 125D 10X380MM R"," 	3,849.35 "," 	13,747.68 "
"NAIL, GAMMA3 R1.5 LONG 125D 10X400MM L"," 	3,849.35 "," 	13,747.68 "
"NAIL, GAMMA3 R1.5 LONG 125D 10X400MM R"," 	3,849.35 "," 	13,747.68 "
"NAIL, GAMMA3 R2.0 TI 125D 11X340MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X360MM L"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X360MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X380MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X400MM L"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X400MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X420MM L"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X420MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X440MM L"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 125D 11X440MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 130D 11X350MM L"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 130D 11X380MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 130D 11X400MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 R2.0 TI 130D 11X420MM R"," 	3,129.71 "," 	11,177.53 "
"NAIL, GAMMA3 TI R 10X420MM"," 	3,849.33 "," 	13,747.62 "
"NAIL, GAMMA3 TROCH TI 170MMX125D 15.5X10"," 	2,885.31 "," 	10,304.68 "
"NAIL, HELICAL BIOTRAK 20MM", 	636.06 ," 	2,271.64 "
"NAIL, HINDFOOT CANN TI 12X180MM L ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HIP AFFIXUS NAIL IN CAP IMPINGING", 	311.77 ," 	1,113.48 "
"NAIL, HUM AEQUALIS 8.0X130MM L"," 	2,400.27 "," 	8,572.38 "
"NAIL, HUM CANN PROX TI 11X150MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 11X240MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X150MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X190MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 7X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 7X210MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 7X220MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X230MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X240MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X250MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X260MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X270MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X280MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 7X290MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 7X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X150MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 9X190MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X210MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X220MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X230MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X250MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 9X260MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 9X270MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM CANN PROX TI 9X280MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM CANN PROX TI 9X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM FLEX 7.5X210MM ST"," 	2,765.29 "," 	9,876.05 "
"NAIL, HUM FLEX PURP TI 7.5X225MM ST"," 	2,765.29 "," 	9,876.05 "
"NAIL, HUM FLEX PURP TI 7.5X240MM ST"," 	2,765.29 "," 	9,876.05 "
"NAIL, HUM FLEX PURP TI 9.0X225MM"," 	2,727.31 "," 	9,740.39 "
"NAIL, HUM LOCK T2 7X250MM ST"," 	1,833.01 "," 	6,546.47 "
"NAIL, HUM LOCK T2 9X250MM ST"," 	1,833.01 "," 	6,546.47 "
"NAIL, HUM MULTILOC TI CAN 7.0X270 ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, HUM RUSSELL-TAYLOR 7X18MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 7X20MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 7X22MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 7X24MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 7X26MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 7X28MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 7X30MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 8X18MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 8X20MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 8X22MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 8X24MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 8X26MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 8X28MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 8X30MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 9X18MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 9X20MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 9X22MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 9X24MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 9X26MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 9X28MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM RUSSELL-TAYLOR 9X30MM"," 	3,700.27 "," 	13,215.25 "
"NAIL, HUM SOLID TI BLU 7.5X190MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X190MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 7.5X205MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X205MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X220MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X220MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X230MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X230MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X240MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X250MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X250MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X260MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X260MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X270MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X270MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X280MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X280MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 7.5X290MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X295MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 7.5X310MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X310MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 7.5X325MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 7.5X325MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X190MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X205MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X220MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X230MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X240MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X250MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 9.5X260MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, HUM SOLID TI BLU 9.5X270MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X280MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X295MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X310MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM SOLID TI BLU 9.5X325MM ST"," 	1,555.81 "," 	5,556.47 "
"NAIL, HUM TRIGEN 10/8.5X22CM"," 	1,418.10 "," 	5,064.64 "
"NAIL, HUM TRIGEN 10/8.5X24CM"," 	1,418.10 "," 	5,064.64 "
"NAIL, HUM TRIGEN 10X26CM"," 	1,418.10 "," 	5,064.64 "
"NAIL, HUM TRIGEN 8/7MMX20CM"," 	1,418.10 "," 	5,064.64 "
"NAIL, HUM TRIGEN 8/7X16CM"," 	1,418.10 "," 	5,064.64 "
"NAIL, HUM TRIGEN 8/7X24CM"," 	1,418.10 "," 	5,064.64 "
"NAIL, HUM TRIGEN 8/7X26CM"," 	1,418.10 "," 	5,064.64 "
